i4,c10,c15,i1,r4
3370,james,cooper,10,1.54
3371,barack,smith,39,1.56
3372,tal,dewitt,11,1.84
3373,daniel,beethoven,15,1.54
3374,luis,morrison,54,1.58
3375,ozzy,hofstadter,52,1.89
3376,john,halford,23,1.99
3377,dimitris,becker,41,1.67
3378,angelica,rhoads,55,1.81
3379,steven,chen,18,1.98
3380,orestis,kardashian,37,1.59
3381,angelica,morrison,17,1.82
3382,jack,morrison,44,1.75
3383,john,hetfield,10,2.00
3384,luis,geambasu,59,1.88
3385,luis,morrison,59,1.79
3386,steven,dewitt,18,1.93
3387,ling,young,30,1.66
3388,ethan,hofstadter,52,1.97
3389,joe,kardashian,30,1.73
3390,dhaval,organa,48,1.53
3391,luke,dickinson,33,1.88
3392,david,dickinson,33,1.71
3393,barack,keromutis,40,1.97
3394,pam,hanks,40,1.88
3395,tal,hetfield,34,1.74
3396,tom,spielberg,51,1.90
3397,angelina,welles,22,1.61
3398,steven,halford,29,1.50
3399,cliff,dickinson,25,1.92
3400,kenneth,bach,26,1.62
3401,barack,kardashian,30,1.97
3402,randy,paparas,60,1.74
3403,jeremy,papadimitriou,50,1.99
3404,eric,skywalker,48,1.81
3405,orestis,servedio,18,1.74
3406,dimitris,keromutis,56,1.77
3407,luke,bach,32,1.85
3408,malcolm,geambasu,27,1.89
3409,dimitris,organa,36,1.87
3410,leia,cohen,39,1.50
3411,angelina,keromutis,58,1.93
3412,barack,gravano,19,1.85
3413,hila,bellovin,29,1.67
3414,jack,chen,52,1.89
3415,david,keromutis,53,1.63
3416,ling,hanks,34,1.59
3417,aaron,skywalker,37,1.50
3418,han,bellovin,46,1.55
3419,hila,katz,43,1.83
3420,cliff,ross,44,1.93
3421,cliff,hoare,14,1.52
3422,dhaval,welles,50,1.96
3423,ludwig,servedio,18,1.82
3424,ling,smith,30,1.82
3425,steven,hofstadter,23,1.97
3426,pam,yannakakis,38,1.73
3427,sebastian,young,27,1.61
3428,alex,smith,55,1.51
3429,randy,hellerstein,50,1.99
3430,angus,servedio,42,1.53
3431,xi,polychroniou,22,1.64
3432,pam,dickinson,45,1.56
3433,pam,dewitt,43,1.72
3434,kanna,hellerstein,35,1.85
3435,barack,katz,31,1.92
3436,jack,spielberg,20,1.65
3437,dhaval,hellerstein,23,1.74
3438,tom,servedio,19,1.70
3439,jeremy,katz,47,1.97
3440,george,hetfield,41,1.71
3441,leia,dewitt,42,1.88
3442,ashish,osbourne,22,1.56
3443,james,sitaridi,51,1.83
3444,jeff,polychroniou,45,1.75
3445,angus,becker,52,1.73
3446,jeff,osbourne,47,1.75
3447,eric,obama,40,1.73
3448,kim,obama,39,1.60
3449,john,hofstadter,32,1.85
3450,randy,organa,47,1.84
3451,hila,osbourne,39,1.52
3452,sheldon,becker,32,1.89
3453,cliff,gravano,35,1.63
3454,james,morrison,38,1.86
3455,jeff,chen,43,1.57
3456,cliff,gravano,21,1.86
3457,rocco,bellovin,18,1.84
3458,luis,skywalker,60,1.69
3459,joe,servedio,30,1.53
3460,alex,ross,32,1.92
3461,jack,dewitt,40,1.97
3462,eric,morrison,35,1.57
3463,john,sitaridi,27,1.82
3464,ashish,cooper,56,1.78
3465,joseph,ross,32,1.78
3466,eric,paparas,46,1.96
3467,han,keromutis,50,1.80
3468,jim,bach,51,1.86
3469,xi,kardashian,51,1.95
3470,leia,bach,13,1.65
3471,george,spielberg,32,1.95
3472,leia,skywalker,34,1.92
3473,luis,hetfield,20,1.70
3474,angelina,chen,17,1.96
3475,joseph,bach,37,1.97
3476,malcolm,rhoads,56,1.68
3477,orestis,hoare,60,1.86
3478,angus,morrison,14,1.77
3479,cliff,bellovin,20,1.51
3480,barack,hetfield,35,1.84
3481,kanna,beethoven,36,1.85
3482,bruce,solo,15,1.83
3483,luke,obama,34,1.83
3484,luke,katz,31,1.94
3485,adam,young,10,1.70
3486,simha,halford,36,1.79
3487,adam,servedio,45,1.86
3488,leonard,malkin,43,1.59
3489,ashish,halford,48,1.58
3490,han,bach,10,1.94
3491,ashish,morrison,37,1.99
3492,luke,bush,21,1.98
3493,george,halford,33,1.86
3494,sheldon,papadimitriou,42,1.99
3495,ioannis,biliris,51,1.91
3496,pam,cohen,57,1.98
3497,ioannis,cooper,50,1.84
3498,jack,young,48,1.64
3499,james,smith,11,1.89
3500,spock,chen,31,1.88
3501,han,stonebraker,51,1.68
3502,dimitris,hanks,42,1.97
3503,eric,biliris,60,1.97
3504,angus,hofstadter,39,1.96
3505,james,keromutis,55,1.68
3506,jeremy,malkin,43,1.56
3507,dimitris,osbourne,30,1.58
3508,david,welles,17,1.66
3509,ludwig,becker,15,1.73
3510,barack,becker,33,1.61
3511,anakin,hoare,53,1.73
3512,daniel,geambasu,35,1.72
3513,orestis,morrison,12,1.69
3514,jim,smith,49,1.85
3515,hila,yannakakis,60,1.84
3516,randy,biliris,41,1.57
3517,jeremy,servedio,16,1.86
3518,jim,beethoven,14,1.80
3519,barack,cooper,15,1.71
3520,vaggelis,katz,26,1.80
3521,ozzy,hofstadter,38,1.68
3522,george,skywalker,28,1.91
3523,tal,organa,16,1.67
3524,kanna,osbourne,15,1.87
3525,ludwig,bellovin,36,1.61
3526,ethan,yannakakis,32,1.54
3527,spock,hanks,47,1.77
3528,xi,sitaridi,34,1.52
3529,randy,skywalker,12,1.76
3530,angelina,bush,50,1.95
3531,james,keromutis,22,1.71
3532,martha,kardashian,48,1.67
3533,tom,biliris,57,1.88
3534,jim,organa,46,1.68
3535,jim,beethoven,43,1.72
3536,kim,polychroniou,39,1.81
3537,bruce,young,23,1.56
3538,barack,rhoads,22,1.77
3539,kenneth,organa,32,1.74
3540,pam,osbourne,17,1.84
3541,xi,hellerstein,22,1.54
3542,angelina,welles,11,1.72
3543,dimitris,young,26,1.59
3544,adam,katz,43,1.95
3545,james,halford,28,1.96
3546,dhaval,bach,22,1.80
3547,eric,welles,59,1.58
3548,jack,hofstadter,22,1.56
3549,david,kardashian,32,2.00
3550,ioannis,servedio,57,1.99
3551,pam,geambasu,40,1.62
3552,james,polychroniou,52,1.63
3553,jim,ross,17,1.59
3554,dimitris,osbourne,60,1.70
3555,ioannis,geambasu,19,1.98
3556,sebastian,sitaridi,40,1.97
3557,james,kardashian,28,1.77
3558,rocco,geambasu,14,1.64
3559,sheldon,chen,11,1.59
3560,ozzy,cooper,24,1.94
3561,hila,smith,44,1.72
3562,dimitris,geambasu,41,1.83
3563,alex,chen,22,1.64
3564,sheldon,morrison,29,1.67
3565,tal,paparas,30,1.87
3566,alex,welles,59,1.99
3567,tom,welles,45,2.00
3568,anakin,stonebraker,17,1.99
3569,kim,dewitt,44,1.91
3570,cliff,dickinson,39,1.64
3571,malcolm,hetfield,44,1.65
3572,kanna,malkin,26,1.78
3573,bruce,halford,27,1.60
3574,malcolm,organa,26,1.90
3575,hila,katz,29,1.50
3576,angus,malkin,35,1.50
3577,spock,dickinson,14,1.58
3578,vaggelis,biliris,23,1.57
3579,jeff,bush,46,1.72
3580,joe,malkin,13,1.51
3581,angelina,chen,12,1.96
3582,angelica,morrison,46,1.93
3583,tal,obama,40,1.79
3584,ludwig,hoare,45,1.54
3585,steven,skywalker,14,1.63
3586,ozzy,malkin,42,1.93
3587,ozzy,paparas,56,1.67
3588,orestis,bach,60,1.73
3589,ashish,solo,35,1.76
3590,dhaval,solo,10,1.85
3591,malcolm,hoare,38,1.80
3592,rocco,smith,45,1.87
3593,david,cohen,39,1.63
3594,luke,young,46,1.61
3595,vaggelis,biliris,15,1.81
3596,adam,skywalker,60,1.80
3597,alex,hoare,59,1.99
3598,cliff,dewitt,19,1.74
3599,martha,servedio,22,1.61
3600,luke,paparas,43,1.71
3601,barack,chen,26,1.62
3602,dimitris,servedio,17,1.52
3603,dimitris,welles,55,1.87
3604,sebastian,hellerstein,17,1.94
3605,aaron,becker,29,1.80
3606,eric,young,31,1.53
3607,spock,servedio,28,1.83
3608,aaron,stonebraker,18,1.51
3609,ludwig,dewitt,36,1.75
3610,daniel,geambasu,43,1.83
3611,ludwig,bach,55,1.77
3612,tal,dickinson,16,1.51
3613,jack,kardashian,22,1.50
3614,jeff,young,25,1.83
3615,ashish,osbourne,38,1.83
3616,ioannis,bach,40,1.60
3617,cliff,yannakakis,39,1.81
3618,john,spielberg,55,1.62
3619,ling,young,53,1.63
3620,cliff,stonebraker,56,1.73
3621,jim,chen,12,1.57
3622,angus,bach,27,1.92
3623,ozzy,solo,31,1.69
3624,jeff,gravano,13,1.76
3625,martha,beethoven,34,1.82
3626,barack,yannakakis,10,1.93
3627,pam,paparas,25,1.67
3628,tom,hanks,48,1.86
3629,aaron,becker,22,1.64
3630,martha,smith,45,1.53
3631,tal,hanks,48,1.80
3632,angelica,skywalker,50,1.91
3633,ioannis,yannakakis,39,1.88
3634,kenneth,hanks,58,1.79
3635,malcolm,becker,14,1.63
3636,ashish,keromutis,31,1.66
3637,luke,halford,31,1.84
3638,vaggelis,malkin,51,1.80
3639,dhaval,solo,19,1.79
3640,kenneth,spielberg,10,1.73
3641,cliff,sitaridi,17,1.79
3642,james,morrison,10,1.54
3643,xi,papadimitriou,45,1.54
3644,joe,malkin,14,1.56
3645,vaggelis,kardashian,45,2.00
3646,cliff,bellovin,43,1.75
3647,hila,hellerstein,13,1.92
3648,tal,organa,22,1.78
3649,kim,welles,23,1.69
3650,john,osbourne,48,1.63
3651,jim,dickinson,13,1.73
3652,luke,papadimitriou,20,1.82
3653,ludwig,biliris,52,1.95
3654,hila,kardashian,33,2.00
3655,joe,halford,28,1.51
3656,bruce,hetfield,12,1.54
3657,tal,rhoads,57,1.65
3658,hila,skywalker,45,1.59
3659,angus,yannakakis,41,1.88
3660,steven,kardashian,36,1.65
3661,spock,obama,18,1.92
3662,luis,paparas,33,1.82
3663,jeremy,smith,45,1.91
3664,dimitris,katz,30,1.61
3665,angelina,stonebraker,24,1.67
3666,ethan,bellovin,34,1.99
3667,david,beethoven,25,1.79
3668,vaggelis,yannakakis,39,1.91
3669,jack,servedio,13,1.62
3670,anakin,dewitt,12,1.77
3671,james,hoare,46,1.87
3672,pam,obama,14,1.81
3673,joseph,halford,37,1.68
3674,sebastian,cooper,13,1.75
3675,adam,chen,42,1.68
3676,joseph,hofstadter,58,1.86
3677,sebastian,servedio,20,1.50
3678,martha,obama,25,1.62
3679,tal,cooper,40,1.50
3680,joseph,osbourne,27,1.59
3681,aaron,ross,34,1.68
3682,ashish,becker,56,1.51
3683,angelina,gravano,25,1.78
3684,kim,osbourne,50,1.62
3685,pam,chen,35,1.74
3686,joe,kardashian,43,1.90
3687,leia,morrison,38,1.87
3688,jack,cohen,57,1.95
3689,martha,ross,25,1.96
3690,angelina,smith,33,1.86
3691,jeff,sitaridi,50,1.88
3692,sheldon,young,45,1.53
3693,adam,geambasu,34,1.84
3694,angelica,rhoads,31,1.81
3695,eric,dickinson,15,1.99
3696,xi,kardashian,20,1.77
3697,barack,geambasu,42,1.50
3698,randy,chen,42,1.79
3699,simha,hellerstein,33,1.72
3700,ling,cooper,35,1.82
3701,sheldon,hanks,24,1.99
3702,ioannis,halford,32,1.86
3703,michael,hetfield,19,1.52
3704,sheldon,skywalker,13,1.70
3705,barack,paparas,27,1.60
3706,james,papadimitriou,12,1.74
3707,barack,morrison,54,1.75
3708,anakin,keromutis,31,1.68
3709,simha,skywalker,41,1.85
3710,daniel,ross,27,1.52
3711,randy,paparas,38,1.76
3712,ioannis,cooper,42,1.55
3713,tom,chen,54,1.74
3714,jack,cohen,18,1.96
3715,dimitris,organa,45,1.51
3716,jeremy,stonebraker,29,1.80
3717,angelina,halford,16,1.74
3718,barack,keromutis,46,1.73
3719,alex,bush,48,1.63
3720,pam,skywalker,43,1.94
3721,orestis,stonebraker,21,1.77
3722,sheldon,geambasu,14,1.69
3723,alex,organa,51,1.64
3724,daniel,hetfield,10,1.60
3725,vaggelis,welles,52,1.56
3726,jim,young,50,1.77
3727,adam,bellovin,55,1.77
3728,angelina,kardashian,51,1.52
3729,vaggelis,gravano,35,1.52
3730,anakin,katz,51,1.80
3731,bruce,bellovin,15,1.82
3732,rocco,halford,54,1.55
3733,spock,young,19,1.85
3734,dimitris,biliris,25,1.99
3735,alex,biliris,43,1.59
3736,jim,malkin,15,1.99
3737,joe,osbourne,24,1.81
3738,spock,cooper,21,1.54
3739,jim,young,48,1.66
3740,han,dewitt,36,1.81
3741,orestis,osbourne,56,1.59
3742,pam,kardashian,36,1.60
3743,malcolm,sitaridi,34,1.59
3744,jim,dewitt,54,1.80
3745,vaggelis,sitaridi,36,1.57
3746,joseph,welles,31,1.87
3747,kenneth,welles,59,1.58
3748,luis,paparas,40,1.74
3749,daniel,young,39,1.75
3750,aaron,malkin,29,1.55
3751,ozzy,servedio,18,1.93
3752,tom,paparas,36,1.51
3753,george,welles,60,1.76
3754,spock,kardashian,26,1.70
3755,john,kardashian,49,1.64
3756,martha,halford,30,1.93
3757,luke,chen,43,1.74
3758,alex,bach,40,1.51
3759,james,cohen,46,1.88
3760,daniel,spielberg,31,1.86
3761,luke,gravano,52,1.70
3762,anakin,hetfield,48,1.57
3763,ludwig,morrison,20,1.50
3764,hila,spielberg,38,1.54
3765,martha,solo,48,1.60
3766,bruce,hanks,57,1.68
3767,vaggelis,chen,29,1.82
3768,joe,hofstadter,25,1.90
3769,malcolm,welles,10,1.56
3770,kim,hofstadter,28,1.89
3771,kim,young,27,1.52
3772,jack,hoare,27,1.95
3773,alex,young,50,1.80
3774,orestis,welles,30,1.61
3775,xi,malkin,30,1.89
3776,rocco,skywalker,47,1.59
3777,barack,welles,48,1.87
3778,martha,osbourne,48,1.55
3779,luke,sitaridi,30,1.79
3780,martha,young,57,1.62
3781,cliff,hoare,28,1.61
3782,kenneth,keromutis,49,1.88
3783,luke,stonebraker,32,1.58
3784,jim,papadimitriou,52,1.58
3785,spock,hellerstein,21,1.79
3786,luke,biliris,43,1.73
3787,luke,welles,13,1.78
3788,ethan,cohen,37,1.74
3789,jack,malkin,28,1.95
3790,cliff,servedio,30,1.56
3791,adam,cohen,46,1.66
3792,xi,becker,50,1.52
3793,luke,gravano,23,1.50
3794,ling,gravano,13,1.97
3795,barack,hellerstein,59,1.81
3796,rocco,yannakakis,27,2.00
3797,kenneth,cohen,56,1.85
3798,xi,rhoads,42,1.65
3799,george,biliris,46,1.93
3800,jeff,beethoven,59,2.00
3801,ashish,kardashian,22,1.62
3802,leia,skywalker,30,1.66
3803,dhaval,dickinson,53,1.68
3804,jim,rhoads,51,1.59
3805,anakin,bellovin,46,1.86
3806,leonard,hanks,22,1.92
3807,alex,hellerstein,45,1.72
3808,joseph,sitaridi,11,1.83
3809,malcolm,ross,27,1.88
3810,alex,rhoads,17,1.87
3811,jack,morrison,35,2.00
3812,angelina,rhoads,41,1.90
3813,pam,hellerstein,43,1.91
3814,jim,yannakakis,14,1.69
3815,jim,halford,27,1.89
3816,angelina,obama,17,1.93
3817,xi,polychroniou,53,1.99
3818,ludwig,rhoads,17,1.75
3819,jim,sitaridi,42,1.83
3820,rocco,bush,41,1.87
3821,bruce,organa,56,1.88
3822,cliff,hellerstein,34,2.00
3823,ozzy,young,17,1.65
3824,angelica,dewitt,34,1.89
3825,john,keromutis,57,1.91
3826,leonard,young,17,1.79
3827,ashish,morrison,55,1.64
3828,randy,hoare,13,1.75
3829,kenneth,dewitt,46,2.00
3830,luke,kardashian,24,1.84
3831,jeff,cohen,54,1.97
3832,george,cooper,54,1.92
3833,ludwig,spielberg,26,1.65
3834,cliff,gravano,20,1.74
3835,adam,paparas,46,1.79
3836,jack,organa,50,1.90
3837,ozzy,rhoads,44,2.00
3838,sheldon,chen,31,1.98
3839,hila,dickinson,47,1.64
3840,kenneth,yannakakis,34,1.81
3841,dimitris,bush,18,1.90
3842,eric,cooper,27,1.93
3843,george,servedio,48,1.77
3844,james,hanks,50,1.51
3845,ludwig,katz,25,1.73
3846,han,hofstadter,50,1.60
3847,leia,keromutis,25,1.77
3848,bruce,paparas,51,1.89
3849,luis,gravano,25,1.99
3850,ozzy,spielberg,25,1.56
3851,ling,smith,20,1.77
3852,sebastian,spielberg,37,1.74
3853,dimitris,obama,48,1.66
3854,ioannis,rhoads,37,1.52
3855,jim,organa,40,1.92
3856,spock,bush,21,1.96
3857,anakin,cooper,58,1.50
3858,joseph,beethoven,30,1.87
3859,adam,spielberg,21,1.54
3860,spock,hanks,31,1.89
3861,barack,bush,23,1.83
3862,kanna,paparas,41,1.90
3863,ozzy,papadimitriou,57,1.86
3864,angelica,geambasu,52,1.82
3865,adam,yannakakis,17,1.63
3866,barack,organa,35,1.78
3867,alex,smith,40,1.86
3868,spock,hellerstein,17,1.50
3869,kenneth,chen,43,1.70
3870,cliff,gravano,14,1.89
3871,joe,sitaridi,35,1.51
3872,hila,organa,37,1.67
3873,tal,young,36,1.59
3874,barack,spielberg,27,1.50
3875,orestis,biliris,36,1.97
3876,ashish,obama,21,1.84
3877,angelina,keromutis,31,1.69
3878,angus,solo,12,1.75
3879,kanna,paparas,18,1.78
3880,rocco,cohen,33,1.59
3881,ludwig,papadimitriou,38,1.99
3882,simha,servedio,57,1.69
3883,ethan,bush,28,1.72
3884,barack,obama,25,1.54
3885,vaggelis,spielberg,55,1.60
3886,luis,ross,19,1.72
3887,eric,chen,29,1.67
3888,jeremy,kardashian,50,1.92
3889,kim,papadimitriou,58,1.67
3890,sheldon,sitaridi,58,1.68
3891,jeff,smith,48,1.90
3892,han,dewitt,11,1.78
3893,xi,stonebraker,30,1.97
3894,vaggelis,bush,44,1.79
3895,hila,cohen,43,1.52
3896,simha,hanks,25,1.72
3897,pam,spielberg,32,1.62
3898,jeremy,polychroniou,36,1.94
3899,aaron,servedio,49,1.63
3900,john,paparas,27,1.91
3901,luis,cooper,10,1.88
3902,george,sitaridi,28,1.58
3903,barack,rhoads,43,1.75
3904,cliff,organa,48,1.98
3905,angelina,smith,44,1.84
3906,joe,halford,44,1.59
3907,barack,spielberg,45,1.98
3908,orestis,papadimitriou,25,1.52
3909,aaron,gravano,35,1.66
3910,dimitris,solo,26,1.93
3911,bruce,malkin,48,1.99
3912,ling,katz,58,1.75
3913,luis,halford,54,1.55
3914,bruce,hofstadter,28,1.52
3915,steven,obama,34,1.52
3916,james,cooper,43,1.90
3917,tal,bellovin,58,1.57
3918,kenneth,ross,22,1.63
3919,jim,bush,12,1.74
3920,joseph,biliris,46,1.74
3921,sheldon,solo,51,1.54
3922,michael,bellovin,15,1.58
3923,han,skywalker,50,1.53
3924,dimitris,hanks,15,1.72
3925,hila,papadimitriou,60,1.52
3926,joseph,paparas,52,1.61
3927,daniel,morrison,43,1.68
3928,simha,sitaridi,25,1.69
3929,jim,morrison,50,1.80
3930,sebastian,obama,17,1.69
3931,steven,solo,19,1.71
3932,adam,dewitt,20,1.65
3933,leia,yannakakis,31,1.59
3934,spock,servedio,18,1.62
3935,john,hofstadter,22,1.66
3936,orestis,chen,27,1.51
3937,ashish,sitaridi,19,1.56
3938,tom,solo,49,1.91
3939,han,skywalker,46,1.98
3940,jack,katz,32,1.96
3941,david,spielberg,20,1.93
3942,ethan,kardashian,13,1.94
3943,sebastian,ross,40,1.66
3944,angus,servedio,34,1.97
3945,joe,hanks,50,1.57
3946,spock,keromutis,59,1.52
3947,cliff,sitaridi,19,1.84
3948,joe,bellovin,24,1.55
3949,jack,katz,18,1.75
3950,jeff,servedio,17,1.62
3951,xi,cohen,54,1.87
3952,bruce,solo,26,1.92
3953,orestis,yannakakis,48,1.81
3954,dimitris,organa,36,1.61
3955,leonard,hofstadter,54,1.59
3956,anakin,bach,43,1.57
3957,dhaval,hetfield,45,1.66
3958,jeff,katz,60,1.92
3959,tom,gravano,59,1.93
3960,adam,polychroniou,32,1.90
3961,john,hofstadter,35,1.84
3962,luke,polychroniou,19,1.75
3963,tom,katz,47,1.52
3964,cliff,becker,42,1.95
3965,ozzy,hanks,24,1.66
3966,jim,ross,27,1.89
3967,angus,cohen,57,1.65
3968,malcolm,stonebraker,56,1.93
3969,ethan,biliris,35,1.96
3970,leonard,hetfield,44,1.84
3971,bruce,hanks,10,1.70
3972,ozzy,skywalker,18,1.83
3973,kim,dewitt,46,1.98
3974,ashish,papadimitriou,25,1.52
3975,kenneth,keromutis,40,1.61
3976,dimitris,organa,55,1.76
3977,pam,cohen,34,1.94
3978,daniel,rhoads,54,1.82
3979,martha,keromutis,39,1.95
3980,ethan,becker,49,1.88
3981,george,spielberg,39,1.75
3982,steven,smith,45,1.94
3983,angelica,rhoads,25,1.65
3984,michael,young,21,1.84
3985,kenneth,hoare,60,1.59
3986,malcolm,gravano,23,1.94
3987,angelina,ross,17,1.92
3988,ling,hofstadter,46,1.70
3989,barack,bellovin,16,1.64
3990,david,papadimitriou,25,1.92
3991,adam,keromutis,54,1.54
3992,barack,spielberg,15,1.80
3993,alex,osbourne,26,1.79
3994,dhaval,sitaridi,31,1.79
3995,jack,hellerstein,56,1.52
3996,simha,welles,46,1.82
3997,martha,cooper,23,1.66
3998,angus,hetfield,48,1.52
3999,luis,bush,42,1.82
4000,han,rhoads,18,1.87
4001,kenneth,beethoven,37,1.99
4002,steven,geambasu,56,1.98
4003,daniel,ross,55,1.91
4004,jim,stonebraker,48,1.54
4005,daniel,rhoads,53,1.75
4006,joseph,polychroniou,24,1.81
4007,kanna,hellerstein,12,1.96
4008,jeremy,sitaridi,55,1.60
4009,leia,paparas,19,1.72
4010,angelica,bach,42,1.54
4011,rocco,paparas,49,1.77
4012,hila,cohen,42,1.50
4013,ethan,welles,13,1.75
4014,jim,cooper,19,1.67
4015,dimitris,ross,48,1.61
4016,anakin,cohen,26,1.82
4017,james,solo,49,1.50
4018,hila,spielberg,49,1.95
4019,cliff,bellovin,50,1.77
4020,john,servedio,12,1.71
4021,orestis,cooper,11,1.55
4022,hila,skywalker,51,1.85
4023,cliff,hanks,37,1.78
4024,david,gravano,29,1.68
4025,randy,halford,43,1.82
4026,orestis,skywalker,30,1.96
4027,sheldon,cohen,59,1.59
4028,david,hellerstein,59,1.50
4029,hila,polychroniou,59,1.75
4030,john,dickinson,45,1.90
4031,jim,chen,30,1.87
4032,joseph,keromutis,22,1.63
4033,hila,hofstadter,27,1.69
4034,sheldon,rhoads,53,1.87
4035,george,yannakakis,45,1.91
4036,aaron,morrison,59,1.57
4037,pam,dewitt,58,1.71
4038,pam,morrison,31,1.82
4039,dhaval,bellovin,36,1.65
4040,leia,gravano,53,1.88
4041,angus,welles,28,1.60
4042,michael,halford,43,1.85
4043,cliff,biliris,25,1.92
4044,jeff,dewitt,20,1.88
4045,michael,bach,57,1.57
4046,kim,biliris,29,1.92
4047,ludwig,cooper,39,1.95
4048,tom,bellovin,42,1.96
4049,jim,servedio,46,1.75
4050,ioannis,young,52,1.93
4051,angus,hetfield,34,1.56
4052,orestis,servedio,23,1.58
4053,alex,sitaridi,28,1.85
4054,alex,hofstadter,46,1.87
4055,hila,paparas,26,1.89
4056,eric,gravano,12,1.99
4057,james,morrison,50,1.62
4058,alex,kardashian,50,1.81
4059,angelina,gravano,56,1.88
4060,kim,biliris,14,1.59
4061,george,morrison,26,1.72
4062,martha,halford,10,1.76
4063,luke,organa,13,1.66
4064,barack,chen,22,1.80
4065,luis,dickinson,27,1.77
4066,spock,paparas,18,1.56
4067,james,ross,31,1.78
4068,sheldon,hellerstein,11,1.75
4069,randy,keromutis,33,1.92
4070,jack,kardashian,30,1.73
4071,dimitris,sitaridi,40,1.98
4072,vaggelis,young,22,1.67
4073,steven,servedio,22,1.79
4074,ling,polychroniou,27,1.95
4075,jack,kardashian,54,1.63
4076,pam,skywalker,49,1.95
4077,randy,dickinson,49,1.61
4078,barack,spielberg,44,1.58
4079,vaggelis,kardashian,32,1.88
4080,rocco,paparas,59,1.85
4081,leia,malkin,57,1.61
4082,cliff,bellovin,10,1.88
4083,jack,obama,21,1.94
4084,cliff,organa,31,2.00
4085,malcolm,stonebraker,60,1.60
4086,ozzy,ross,22,1.57
4087,pam,young,39,1.85
4088,sebastian,cooper,30,1.78
4089,david,osbourne,38,1.91
4090,kenneth,smith,30,1.52
4091,cliff,spielberg,51,1.55
4092,dimitris,solo,15,1.62
4093,leonard,biliris,14,1.79
4094,joe,smith,47,1.66
4095,adam,hofstadter,12,1.66
4096,david,papadimitriou,60,1.98
4097,ioannis,yannakakis,58,1.51
4098,martha,papadimitriou,54,1.92
4099,james,hetfield,17,1.84
4100,barack,spielberg,22,1.87
4101,hila,papadimitriou,40,1.66
4102,sheldon,rhoads,39,1.66
4103,george,halford,11,1.82
4104,alex,cooper,39,1.75
4105,leia,ross,16,1.51
4106,tal,hetfield,12,2.00
4107,leia,hellerstein,23,1.84
4108,ludwig,malkin,53,1.76
4109,kanna,obama,19,1.72
4110,kim,hoare,16,1.88
4111,barack,hetfield,28,1.82
4112,anakin,osbourne,23,1.71
4113,randy,beethoven,18,1.94
4114,jeremy,cohen,38,1.85
4115,aaron,hofstadter,11,1.91
4116,hila,keromutis,57,1.95
4117,vaggelis,stonebraker,41,1.80
4118,daniel,keromutis,33,1.87
4119,james,smith,43,1.65
4120,xi,bellovin,13,1.70
4121,joseph,bush,57,1.62
4122,aaron,biliris,39,1.99
4123,randy,obama,11,1.55
4124,joseph,bellovin,47,1.73
4125,ozzy,biliris,28,1.67
4126,leonard,bach,15,1.91
4127,tom,dickinson,30,1.62
4128,john,skywalker,32,1.73
4129,steven,ross,34,1.68
4130,george,bush,30,1.77
4131,sheldon,morrison,44,1.71
4132,jack,skywalker,30,1.70
4133,james,bach,50,1.62
4134,tal,hoare,47,1.69
4135,luke,solo,56,1.81
4136,eric,hoare,41,1.68
4137,angelica,keromutis,54,1.79
4138,kim,bellovin,41,1.88
4139,aaron,cooper,28,1.64
4140,alex,malkin,32,1.62
4141,adam,bellovin,19,1.86
4142,luis,dewitt,41,1.70
4143,eric,halford,33,1.76
4144,bruce,cooper,25,1.78
4145,adam,hellerstein,15,1.83
4146,han,dewitt,35,1.60
4147,john,keromutis,14,1.93
4148,jeff,osbourne,35,1.76
4149,adam,kardashian,12,1.58
4150,kanna,hetfield,11,1.57
4151,joseph,keromutis,15,1.99
4152,barack,yannakakis,40,1.95
4153,alex,hellerstein,56,1.59
4154,randy,becker,35,1.71
4155,simha,spielberg,58,1.53
4156,michael,organa,55,1.98
4157,michael,hoare,40,1.72
4158,angus,cooper,19,1.55
4159,anakin,halford,49,1.89
4160,barack,keromutis,47,1.68
4161,ashish,becker,17,1.57
4162,steven,dewitt,23,1.57
4163,dhaval,paparas,16,1.60
4164,kim,cohen,38,1.51
4165,david,chen,55,1.82
4166,daniel,ross,48,1.53
4167,angus,kardashian,29,1.76
4168,anakin,organa,20,1.56
4169,bruce,sitaridi,52,1.92
4170,angelica,bach,39,1.54
4171,ludwig,dickinson,57,1.86
4172,daniel,morrison,43,1.99
4173,luke,becker,43,1.77
4174,barack,bush,42,1.70
4175,rocco,becker,56,1.75
4176,joe,polychroniou,44,1.80
4177,rocco,osbourne,17,2.00
4178,barack,organa,12,1.61
4179,jack,dewitt,48,1.73
4180,spock,hellerstein,24,1.70
4181,daniel,obama,26,1.71
4182,leonard,halford,31,1.72
4183,ioannis,rhoads,35,1.91
4184,angelina,chen,56,1.84
4185,aaron,hoare,46,1.77
4186,hila,hetfield,38,1.63
4187,aaron,bellovin,24,1.65
4188,jack,servedio,16,1.78
4189,rocco,smith,39,1.97
4190,luke,polychroniou,36,2.00
4191,ozzy,malkin,27,1.51
4192,jim,obama,38,1.62
4193,eric,bach,12,1.63
4194,han,skywalker,45,1.54
4195,cliff,kardashian,53,1.99
4196,orestis,cohen,16,1.99
4197,randy,bellovin,24,1.86
4198,tom,spielberg,12,1.90
4199,cliff,servedio,20,1.70
4200,angus,hoare,26,1.88
